time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total,enrolled_ct
1658575101590,COGS 2,A01,083966,Boyle; Mary E. T.,0,0,35,35
1658575107625,COGS 9,A01,083968,Shannon; Kyle Michael,0,0,70,70
1658575119693,COGS 17,A01,092679,Semenuks; Arturs,0,0,94,94
1658575125735,COGS 100,A01,083972,Allen; Michael Gordon,3,0,85,82
1658575137818,COGS 101C,A01,083976,Truman; Alyssa,3,0,35,32
1658575143850,COGS 102A,A01,083978,Johnson; Christine M.,7,0,45,38
1658575149890,COGS 107B,A01,083980,Mooshagian; Eric Frederick,0,1,83,83
1658575161966,COGS 118B,A01,083367,Gupta; Anjum,1,0,47,46
1658575168003,COGS 172,A01,083984,Provenzano; Emily Kara,0,1,34,35
1658575174036,COGS 177,A00,083368,Tung; Janet C,0,2,68,68
1658575180072,COGS 186,A01,083986,Gupta; Anjum,0,1,41,41
1658575186109,COGS 187A,A01,083988,Boyle; Mary E. T.,0,3,68,68
1658575192150,CSE 8A,A50,084003,Miranda; Gregory Joseph,5,2,56,51
1658575198180,CSE 11,A01,084005,Miranda; Gregory Joseph,0,3,115,115
1658575204211,CSE 20,A01,084007,Briones; Jor-el Thomas Caparas,7,1,32,25
1658575210245,CSE 21,A01,084009,Braun; Oliver,0,5,70,70
1658575216278,CSE 30,A01,083370,Cao; Yingjun,0,43,40,40
1658575222309,CSE 100,A01,083372,Cao; Yingjun,0,20,60,60
1658575228343,CSE 101,A01,084011,Braun; Oliver,1,8,70,69
1658575234374,CSE 141,A01,083374,Eldon; John,9,0,150,141
1658575240408,CSE 141L,A01,083376,Eldon; John,1,8,150,149
1658575246448,CSE 142,A01,093827,Tseng; Hung-Wei,0,5,50,50
1658575252479,CSE 142L,A01,093829,Tseng; Hung-Wei,0,6,50,50
1658575258510,CSE 175,A01,084013,Kumar; Rakesh,1,0,25,24
1658575264547,CSE 190,A00,092508,Dubnov; Shlomo,0,4,20,20
1658575270580,ECE 5,A01,084049,Morris; Karcher William,8,0,30,22
1658575276618,ECE 100,A01,084051,Baghdadchi; Saharnaz,4,0,20,16
1658575276618,ECE 100,A02,091916,Baghdadchi; Saharnaz,5,0,20,15
1658575282647,ECE 101,A01,084053,Baghdadchi; Saharnaz,3,0,37,34
1658575282647,ECE 101,A02,084054,Baghdadchi; Saharnaz,12,0,37,25
1658575288678,ECE 107,A01,083390,Shevchenko; Valentin I,22,0,40,18
1658575294710,ECE 148,A01,084056,Silberman; Jack,0,0,12,12
1658575300738,ECE 180,A00,083391,Abi Samra; Nicholas Camill,0,0,30,30
1658575300738,ECE 180,B00,083392,Abi Samra; Nicholas Camill,0,5,30,30
1658575306771,MATH 10A,A01,093431,Hammock; Frances H,0,11,0,33
1658575312805,MATH 10B,A01,084110,Briones; Jor-el Thomas Caparas,0,5,37,51
1658575312805,MATH 10B,A02,084111,Briones; Jor-el Thomas Caparas,0,3,37,37
1658575312805,MATH 10B,A03,084112,Briones; Jor-el Thomas Caparas,0,2,37,37
1658575318853,MATH 10C,A01,083443,Suk; Andrew Hoon,0,0,37,37
1658575318853,MATH 10C,A02,083444,Suk; Andrew Hoon,0,1,37,37
1658575318853,MATH 10C,A03,094841,Suk; Andrew Hoon,1,0,37,36
1658575318853,MATH 10C,A04,094851,Suk; Andrew Hoon,0,0,37,37
1658575318853,MATH 10C,B01,084114,Chung; Tai-Hsuan,12,0,30,18
1658575318853,MATH 10C,B02,084115,Chung; Tai-Hsuan,14,0,30,16
1658575324883,MATH 18,A01,084117,Harel; Guershon,1,0,30,29
1658575324883,MATH 18,A02,084119,Harel; Guershon,1,0,30,29
1658575330914,MATH 20A,A01,093429,Staff,0,5,0,23
1658575336948,MATH 20B,A01,084124,Um; Ko Woon,0,1,35,35
1658575336948,MATH 20B,A02,094842,Um; Ko Woon,10,0,35,25
1658575336948,MATH 20B,B01,084126,Um; Ko Woon,5,0,35,30
1658575336948,MATH 20B,B02,094843,Um; Ko Woon,18,0,35,17
1658575342979,MATH 20C,A01,083446,Mohammadi; Amir,1,0,37,36
1658575342979,MATH 20C,A02,083447,Mohammadi; Amir,0,0,37,37
1658575342979,MATH 20C,A03,083448,Mohammadi; Amir,1,0,37,36
1658575342979,MATH 20C,A04,083449,Mohammadi; Amir,6,0,37,31
1658575342979,MATH 20C,B01,083451,Hammock; Frances H,3,0,37,34
1658575342979,MATH 20C,B02,083452,Hammock; Frances H,3,0,37,34
1658575342979,MATH 20C,B03,083453,Hammock; Frances H,0,0,37,37
1658575342979,MATH 20C,B04,083454,Hammock; Frances H,5,0,37,32
1658575349019,MATH 20D,A01,084128,Bach; Quang Tran,0,0,30,30
1658575349019,MATH 20D,A02,084129,Bach; Quang Tran,12,0,30,18
1658575349019,MATH 20D,B01,084133,Bach; Quang Tran,0,0,30,30
1658575349019,MATH 20D,B02,084134,Bach; Quang Tran,6,0,30,24
1658575355058,MATH 20E,A01,084138,Tran; Khoa Dang,7,0,32,25
1658575355058,MATH 20E,A02,084139,Tran; Khoa Dang,0,0,32,32
1658575355058,MATH 20E,A03,084140,Tran; Khoa Dang,0,0,32,32
1658575355058,MATH 20E,A04,084141,Tran; Khoa Dang,4,0,32,28
1658575361093,MATH 102,A01,084143,Harel; Guershon,11,0,33,22
1658575361093,MATH 102,A02,084144,Harel; Guershon,9,0,34,25
1658575367129,MATH 103B,A01,083456,Carter; Anne Toulson,2,0,35,33
1658575367129,MATH 103B,A02,083457,Carter; Anne Toulson,2,0,35,33
1658575367129,MATH 103B,A03,094844,Carter; Anne Toulson,2,0,35,33
1658575367129,MATH 103B,A04,094845,Carter; Anne Toulson,6,0,35,29
1658575373163,MATH 109,A01,084146,Salehi Golsefidy; Alireza,3,0,35,32
1658575373163,MATH 109,A02,084147,Salehi Golsefidy; Alireza,2,0,35,33
1658575379194,MATH 120A,A01,085445,Eggers; John Dietrich,8,0,35,27
1658575379194,MATH 120A,A02,085446,Eggers; John Dietrich,18,0,35,17
1658575385226,MATH 142B,A01,084149,Verstraete; Jacques Allan,2,0,32,30
1658575385226,MATH 142B,A02,084150,Verstraete; Jacques Allan,0,0,32,32
1658575385226,MATH 142B,A03,094846,Verstraete; Jacques Allan,10,0,32,22
1658575385226,MATH 142B,A04,094847,Verstraete; Jacques Allan,9,0,32,23
1658575391264,MATH 170A,A01,083459,Aliabadi Sr.; Mohsen,1,0,30,29
1658575391264,MATH 170A,A02,083460,Aliabadi Sr.; Mohsen,5,1,30,25
1658575391264,MATH 170A,A03,083461,Aliabadi Sr.; Mohsen,4,0,30,26
1658575391264,MATH 170A,A04,094848,Aliabadi Sr.; Mohsen,0,0,30,30
1658575391264,MATH 170A,A05,094849,Aliabadi Sr.; Mohsen,2,0,30,28
1658575391264,MATH 170A,A06,094850,Aliabadi Sr.; Mohsen,5,0,30,25
1658575397300,MATH 193B,A01,083463,Rotar; Vladimir,7,0,32,25
1658575397300,MATH 193B,A02,083464,Rotar; Vladimir,14,0,32,18
1658575397300,MATH 193B,A03,083465,Rotar; Vladimir,8,0,32,24
1658575403333,MATH 197,001,095652,Zhou; Wenxin,9998,0,9999,1
1658575410446,COGS 2,A01,083966,Boyle; Mary E. T.,0,0,35,35
1658575416477,COGS 9,A01,083968,Shannon; Kyle Michael,0,0,70,70
1658575434339,COGS 17,A01,092679,Semenuks; Arturs,0,0,94,94
1658575440369,COGS 100,A01,083972,Allen; Michael Gordon,3,0,85,82
1658575460696,COGS 101C,A01,083976,Truman; Alyssa,3,0,35,32
1658575466748,COGS 102A,A01,083978,Johnson; Christine M.,7,0,45,38
1658575472776,COGS 107B,A01,083980,Mooshagian; Eric Frederick,0,1,83,83
1658575484839,COGS 118B,A01,083367,Gupta; Anjum,1,0,47,46
1658575490874,COGS 172,A01,083984,Provenzano; Emily Kara,0,1,34,35
1658575496903,COGS 177,A00,083368,Tung; Janet C,0,2,68,68
1658575502936,COGS 186,A01,083986,Gupta; Anjum,0,1,41,41
1658575508964,COGS 187A,A01,083988,Boyle; Mary E. T.,0,3,68,68
1658575514998,CSE 8A,A50,084003,Miranda; Gregory Joseph,5,2,56,51
1658575521033,CSE 11,A01,084005,Miranda; Gregory Joseph,0,3,115,115
1658575527064,CSE 20,A01,084007,Briones; Jor-el Thomas Caparas,7,1,32,25
1658575533101,CSE 21,A01,084009,Braun; Oliver,0,5,70,70
1658575539131,CSE 30,A01,083370,Cao; Yingjun,0,43,40,40
1658575545164,CSE 100,A01,083372,Cao; Yingjun,0,20,60,60
1658575551200,CSE 101,A01,084011,Braun; Oliver,1,8,70,69
1658575557232,CSE 141,A01,083374,Eldon; John,9,0,150,141
1658575563265,CSE 141L,A01,083376,Eldon; John,1,8,150,149
1658575569302,CSE 142,A01,093827,Tseng; Hung-Wei,0,5,50,50
1658575575339,CSE 142L,A01,093829,Tseng; Hung-Wei,0,6,50,50
1658575581372,CSE 175,A01,084013,Kumar; Rakesh,1,0,25,24
1658575587401,CSE 190,A00,092508,Dubnov; Shlomo,0,4,20,20
1658575593434,ECE 5,A01,084049,Morris; Karcher William,8,0,30,22
1658575599467,ECE 100,A01,084051,Baghdadchi; Saharnaz,4,0,20,16
1658575599467,ECE 100,A02,091916,Baghdadchi; Saharnaz,5,0,20,15
1658575605499,ECE 101,A01,084053,Baghdadchi; Saharnaz,3,0,37,34
1658575605499,ECE 101,A02,084054,Baghdadchi; Saharnaz,12,0,37,25
1658575611539,ECE 107,A01,083390,Shevchenko; Valentin I,22,0,40,18
1658575617573,ECE 148,A01,084056,Silberman; Jack,0,0,12,12
1658575623606,ECE 180,A00,083391,Abi Samra; Nicholas Camill,0,0,30,30
1658575623606,ECE 180,B00,083392,Abi Samra; Nicholas Camill,0,5,30,30
1658575629636,MATH 10A,A01,093431,Hammock; Frances H,0,11,0,33
1658575635667,MATH 10B,A01,084110,Briones; Jor-el Thomas Caparas,0,5,37,51
1658575635667,MATH 10B,A02,084111,Briones; Jor-el Thomas Caparas,0,3,37,37
1658575635667,MATH 10B,A03,084112,Briones; Jor-el Thomas Caparas,0,2,37,37
1658575641699,MATH 10C,A01,083443,Suk; Andrew Hoon,0,0,37,37
1658575641699,MATH 10C,A02,083444,Suk; Andrew Hoon,0,1,37,37
1658575641699,MATH 10C,A03,094841,Suk; Andrew Hoon,1,0,37,36
1658575641699,MATH 10C,A04,094851,Suk; Andrew Hoon,0,0,37,37
1658575641699,MATH 10C,B01,084114,Chung; Tai-Hsuan,12,0,30,18
1658575641699,MATH 10C,B02,084115,Chung; Tai-Hsuan,14,0,30,16
1658575647739,MATH 18,A01,084117,Harel; Guershon,1,0,30,29
1658575647739,MATH 18,A02,084119,Harel; Guershon,1,0,30,29
1658575653770,MATH 20A,A01,093429,Staff,0,5,0,23
1658575659801,MATH 20B,A01,084124,Um; Ko Woon,0,1,35,35
1658575659801,MATH 20B,A02,094842,Um; Ko Woon,10,0,35,25
1658575659801,MATH 20B,B01,084126,Um; Ko Woon,5,0,35,30
1658575659801,MATH 20B,B02,094843,Um; Ko Woon,18,0,35,17
1658575665836,MATH 20C,A01,083446,Mohammadi; Amir,1,0,37,36
1658575665836,MATH 20C,A02,083447,Mohammadi; Amir,0,0,37,37
1658575665836,MATH 20C,A03,083448,Mohammadi; Amir,1,0,37,36
1658575665836,MATH 20C,A04,083449,Mohammadi; Amir,6,0,37,31
1658575665836,MATH 20C,B01,083451,Hammock; Frances H,3,0,37,34
1658575665836,MATH 20C,B02,083452,Hammock; Frances H,3,0,37,34
1658575665836,MATH 20C,B03,083453,Hammock; Frances H,0,0,37,37
1658575665836,MATH 20C,B04,083454,Hammock; Frances H,5,0,37,32
1658575671873,MATH 20D,A01,084128,Bach; Quang Tran,0,0,30,30
1658575671873,MATH 20D,A02,084129,Bach; Quang Tran,12,0,30,18
1658575671873,MATH 20D,B01,084133,Bach; Quang Tran,0,0,30,30
1658575671873,MATH 20D,B02,084134,Bach; Quang Tran,6,0,30,24
1658575677905,MATH 20E,A01,084138,Tran; Khoa Dang,7,0,32,25
1658575677905,MATH 20E,A02,084139,Tran; Khoa Dang,0,0,32,32
1658575677905,MATH 20E,A03,084140,Tran; Khoa Dang,0,0,32,32
1658575677905,MATH 20E,A04,084141,Tran; Khoa Dang,4,0,32,28
1658575683940,MATH 102,A01,084143,Harel; Guershon,11,0,33,22
1658575683940,MATH 102,A02,084144,Harel; Guershon,9,0,34,25
1658575689970,MATH 103B,A01,083456,Carter; Anne Toulson,2,0,35,33
1658575689970,MATH 103B,A02,083457,Carter; Anne Toulson,2,0,35,33
1658575689970,MATH 103B,A03,094844,Carter; Anne Toulson,2,0,35,33
1658575689970,MATH 103B,A04,094845,Carter; Anne Toulson,6,0,35,29
1658575696073,MATH 109,A01,084146,Salehi Golsefidy; Alireza,3,0,35,32
1658575696073,MATH 109,A02,084147,Salehi Golsefidy; Alireza,2,0,35,33
1658575702113,MATH 120A,A01,085445,Eggers; John Dietrich,8,0,35,27
1658575702113,MATH 120A,A02,085446,Eggers; John Dietrich,18,0,35,17
1658575708143,MATH 142B,A01,084149,Verstraete; Jacques Allan,2,0,32,30
1658575708143,MATH 142B,A02,084150,Verstraete; Jacques Allan,0,0,32,32
1658575708143,MATH 142B,A03,094846,Verstraete; Jacques Allan,10,0,32,22
1658575708143,MATH 142B,A04,094847,Verstraete; Jacques Allan,9,0,32,23
1658575714179,MATH 170A,A01,083459,Aliabadi Sr.; Mohsen,1,0,30,29
1658575714179,MATH 170A,A02,083460,Aliabadi Sr.; Mohsen,5,1,30,25
1658575714179,MATH 170A,A03,083461,Aliabadi Sr.; Mohsen,4,0,30,26
1658575714179,MATH 170A,A04,094848,Aliabadi Sr.; Mohsen,0,0,30,30
