time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total,enrolled_ct
1656933699410,COGS 9,A01,083615,Shannon; Kyle Michael,7,0,75,68
1656933705442,COGS 11,A01,083617,Boyle; Mary E. T.,19,0,48,29
1656933711478,COGS 13,A01,083071,Bastos; Amalia Pinkusfeld,9,0,71,62
1656933717512,COGS 14A,A01,092681,Semenuks; Arturs,0,1,100,100
1656933723544,COGS 14B,A01,083073,Cheng; Tzu-Han,5,0,63,58
1656933729579,COGS 17,A01,092677,Semenuks; Arturs,4,0,81,77
1656933735609,COGS 100,A01,083619,Allen; Michael Gordon,15,0,70,55
1656933741638,COGS 101A,A01,083621,Davis; Joshua Daniel,9,0,68,59
1656933747674,COGS 101B,A01,091572,Allen; Michael Gordon,8,0,65,57
1656933753705,COGS 101C,A01,083625,Delgado; Tania,17,0,35,18
1656933759740,COGS 107A,A01,083627,Boyle; Mary E. T.,13,0,60,47
1656933765774,COGS 118A,A01,083075,Gupta; Anjum,15,0,76,61
1656933771823,CSE 3,A50,083646,Miranda; Gregory Joseph,22,0,50,28
1656933777856,CSE 8A,A50,083650,Miranda; Gregory Joseph,17,1,56,39
1656933783890,CSE 11,A01,083080,Cao; Yingjun,4,15,40,36
1656933789919,CSE 12,A01,083652,Krause-Levy; Sophia Louisa,20,1,120,100
1656933795949,CSE 15L,A01,083654,Morris; Justin Loren,8,0,50,42
1656933795949,CSE 15L,A02,083655,Morris; Justin Loren,8,0,50,42
1656933801979,CSE 20,A01,083657,Tran; Khoa Dang,37,0,80,43
1656933808009,CSE 21,A01,095574,Bach; Quang Tran,21,0,48,27
1656933814055,CSE 30,A01,083084,Eldon; John,4,0,80,76
1656933814055,CSE 30,B01,095061,Bhaskar; Nishant,6,0,50,44
1656933820090,CSE 100,A01,083659,Cao; Yingjun,3,4,70,67
1656933826118,CSE 134B,A01,083661,Powell; Thomas Allan,19,0,100,81
1656933832153,CSE 140,A01,083663,Gungor; Onat,14,0,85,71
1656933838183,CSE 140L,A01,083088,Eldon; John,16,0,100,84
1656933844220,CSE 175,A01,083665,Kumar; Rakesh,3,0,25,22
1656933856051,CSE 190,A00,092507,Dubnov; Shlomo,7,0,20,13
1656933862204,ECE 45,A01,083139,Congero; Spencer William,5,0,75,70
