time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total,enrolled_ct
1651490055065,COGS 9,A01,083615,Staff,0,19,60,60
1651490061104,COGS 11,A01,083617,Boyle; Mary E. T.,12,0,40,28
1651490067138,COGS 13,A01,083071,Staff,0,40,40,40
1651490073173,COGS 14A,A01,092681,Staff,0,41,100,100
1651490079202,COGS 14B,A01,083073,Cheng; Tzu-Han,0,11,50,50
1651490085228,COGS 17,A01,092677,Staff,3,0,75,72
1651490091260,COGS 100,A01,083619,Staff,0,30,60,61
1651490097297,COGS 101A,A01,083621,Davis; Joshua Daniel,0,28,60,60
1651490103328,COGS 101B,A01,091572,Staff,0,6,60,60
1651490109357,COGS 101C,A01,083625,Delgado; Tania,10,0,30,20
1651490115393,COGS 107A,A01,083627,Boyle; Mary E. T.,0,18,60,60
1651490121423,COGS 118A,A01,083075,Staff,0,10,60,60
1651490127459,CSE 3,A50,083646,Miranda; Gregory Joseph,23,0,50,27
1651490127459,CSE 3,A51,083647,Miranda; Gregory Joseph,0,0,0,1
1651490133489,CSE 8A,A50,083650,Miranda; Gregory Joseph,0,33,40,40
1651490139530,CSE 11,A01,083080,Cao; Yingjun,0,107,40,40
1651490145564,CSE 12,A01,083652,Staff,0,30,100,100
1651490151592,CSE 15L,A01,083654,Staff,0,6,50,50
1651490151592,CSE 15L,A02,083655,Staff,0,5,50,50
1651490157620,CSE 20,A01,083657,Staff,45,0,80,35
1651490163649,CSE 30,A01,083084,Eldon; John,0,43,80,80
1651490169678,CSE 100,A01,083659,Cao; Yingjun,0,72,50,50
1651490175711,CSE 134B,A01,083661,Powell; Thomas Allan,0,36,65,65
1651490181745,CSE 140,A01,083663,Staff,0,7,85,85
1651490187769,CSE 140L,A01,083088,Eldon; John,0,1,100,100
1651490193810,CSE 175,A01,083665,Kumar; Rakesh,0,0,25,25
1651490199842,CSE 190,A00,092507,Dubnov; Shlomo,8,0,20,12
1651490205871,ECE 45,A01,083139,Staff,0,8,60,60
1651490211900,ECE 65,A50,083695,Staff,0,8,30,30
1651490217930,ECE 109,A01,091882,Touri; Behrouz,29,0,70,41
1651490223959,ECE 180,A00,083140,Abi Samra; Nicholas Camill,17,0,30,13
1651490223959,ECE 180,B00,083141,Abi Samra; Nicholas Camill,0,1,30,32
1651490229990,MATH 10A,A01,083735,Patchell; Gregory David,0,0,30,30
1651490229990,MATH 10A,A02,083736,Patchell; Gregory David,26,0,30,4
1651490229990,MATH 10A,A03,083737,Patchell; Gregory David,22,0,30,8
1651490236020,MATH 10B,A01,083207,Staff,0,4,30,30
1651490236020,MATH 10B,A02,083208,Staff,0,5,30,30
1651490236020,MATH 10B,A03,093472,Staff,0,0,0,7
1651490236020,MATH 10B,B01,083739,Staff,6,0,30,24
1651490236020,MATH 10B,B02,083740,Staff,27,0,30,3
1651490242055,MATH 18,A01,083743,Staff,0,0,30,30
1651490242055,MATH 18,A02,083744,Staff,23,0,30,7
1651490242055,MATH 18,A03,083745,Staff,17,0,30,13
1651490242055,MATH 18,A04,083746,Staff,23,0,30,7
1651490242055,MATH 18,B01,083748,Staff,0,4,30,30
1651490242055,MATH 18,B02,083749,Staff,0,11,30,30
